author,title,description,source_name,source_id,Sentiment,Topics
Monica Sager,Donald Trump Gets Unexpected Praise from Bernie Sanders: 'Good Idea',The progressive senator said he would support the president-elect's plans to limit credit card rates.,Newsweek,newsweek,Neutral,
Ewan Palmer,Donald Trump Agrees to New Trial Date in Defamation Case,Lawyers for the president-elect and ABC are requesting delays in his defamation lawsuit against the network and its star anchor.,Newsweek,newsweek,Neutral,Legal Issues
Ellie Cook,"Donald Trump 'Fair' to Criticize NATO, Bloc's Military Chief Says","""It was a very, very legitimate discussion to be had,"" Admiral Rob Bauer, the outgoing chief of NATO's military committee, told Newsweek.",Newsweek,newsweek,Positive,
Billal Rahman,Donald Trump Border Czar: Three Immigration Priorities for Tom Homan,"The former acting director of ICE between 2017 and 2018, is considered one of the key believers in the family separation policy.",Newsweek,newsweek,Neutral,"Politics and Governance, Immigration"
Khaleda Rahman,Donald Trump Could 'Eliminate' Access to Abortion Without Congress—Academic,"The Trump administration ""could do a lot to limit or eliminate access to abortion without any act of Congress,"" Kate Shaw said.",Newsweek,newsweek,Neutral,Politics and Governance
Marni Rose McFall,NATO Allies Plot to Counter Donald Trump on Ukraine,Britain and France are plotting different ways to shore up U.S. support for Ukraine before Donald Trump enters the White House.,Newsweek,newsweek,Neutral,
Mandy Taheri,5 Donald Trump Economic Policies Progressives Have Previously Supported,"President-elect Donald Trump has proposed several economic policies, some of which Democrats may consider supporting due to previous interest.",Newsweek,newsweek,Positive,
Shannon Power,"Sylvester Stallone Embraces Donald Trump, Hails Him as 'Mythical Character'","The actor also referred to the president-elect as ""the second George Washington.""",Newsweek,newsweek,Neutral,
James Bickerton,"Donald Trump Supporters Walk Out of Atlanta Rally Early, Video Shows","A local reporter said ""pockets of the crowd"" had decided to leave while former President Donald Trump was speaking.",Newsweek,newsweek,Neutral,
Aliss Higham,Donald Trump Handed NASCAR Airtime by NBC After Kamala Harris' 'SNL' Skit,The Democratic nominee appeared on the show just three days before polling day.,Newsweek,newsweek,Neutral,
Theo Burman,Poll Puts Kamala Harris and Donald Trump in Pennsylvania Dead Heat,"Kamala Harris and Donald Trump are neck and neck in Pennsylvania, which is slated to be the most important state this election.",Newsweek,newsweek,Positive,Elections and Campaigns
Jasmine Laws,Kamala Harris Overtakes Donald Trump For First Time In Weeks With Oddsmaker,"Kamala Harris has taken the lead on ""most reliable prediction market"" PredictIt, while Donald Trump's lead on Polymarket continues to narrow.",Newsweek,newsweek,Positive,Economic Policies
Jordan King,RFK Jr. Says Donald Trump Could Remove Fluoride From Drinking Water,RFK Jr. said Donald Trump would advise U.S. water systems to make the move on January 20.,Newsweek,newsweek,Neutral,
Anna Skinner,Will Michigan's Election Day Rain Hurt Kamala Harris or Donald Trump?,"Much of Michigan is expecting rain on Tuesday, which could deter voters from venturing out to the polls.",Newsweek,newsweek,Positive,Elections and Campaigns
Matt Levine,Bucks' Giannis Antetokounmpo Responds to Donald Trump Questioning His Greek Heritage,Bucks star Giannis Antetokounmpo reacted to Donald Trump questioning his Greek heritage.,Newsweek,newsweek,Neutral,
Theo Burman,How to Watch: Donald Trump Rally With Brett Favre in Green Bay,"Donald Trump is set to hold a rally alongside former NFL star Brett Favre in Green Bay, Wisconsin today.",Newsweek,newsweek,Negative,
Theo Burman,Donald Trump Now Set for Landslide: Forecaster Who Backed Kamala Harris,"An election forecast model previously predicting a landslide for Harris is now predicting a decisive Trump victory, but it could flip again, said its creator.",Newsweek,newsweek,Negative,Elections and Campaigns
,I'm a American Muslim and I'm Proud to Support Donald Trump | Opinion,"From the Revolutionary War to today, American-Muslims have shed blood for this country's ideals. Yet some among us are duped into working against those ideals.",Newsweek,newsweek,Neutral,
Flynn Nicholls,Can Donald Trump Run for President in 2028 If He Loses to Kamala Harris?,The former president has suggested he would not run again if he loses this election.,Newsweek,newsweek,Negative,Elections and Campaigns
Mauricio Viladegutt,Donald Trump and Bill Belichick Talk Pre-Election Nerves on 'Let's Go!' Podcast,Trump recently appeared on Bill Belichick's podcast to talk about sports and the upcoming presidential election.,Newsweek,newsweek,Neutral,Elections and Campaigns
Jordan King,When Will Donald Trump Be Sworn In? Inauguration Details in Full,"The president-elect will be sworn in on January 20, at the U.S. Capitol building in Washington, D.C.",Newsweek,newsweek,Neutral,
Billal Rahman,Can Donald Trump End The War In Ukraine? We Asked ChatGPT,"Newsweek asked the generative AI tool, ChatGPT, ""Can Donald Trump end the war in Ukraine?""",Newsweek,newsweek,Neutral,
Barney Henderson,'He's Don It Again!' 'Trump Leads the Dance': World's Newspapers on Donald Trump's Win,Newspapers in the U.S. and around the world react to Donald Trump's resounding victory over Kamala Harris.,Newsweek,newsweek,Neutral,
Brendan Cole,Donald Trump Will Call Putin for Quick Ukraine War Deal: Ex-Ambassador,"Kurt Volker told the Kyiv Independent that Trump wants the war over, but he will have to convince Putin ""it's going to hurt him.""",Newsweek,newsweek,Positive,
Sean O'Driscoll,Jack Smith Has One Final Card Up His Sleeve Against Donald Trump,"Special counsel Smith could write a final report on the president-elect's election-fraud case, an expert told Newsweek.",Newsweek,newsweek,Positive,Elections and Campaigns
Natalie Venegas,Melania Trump Votes Alongside Husband Donald Near Mar-a-Lago in Florida,"Melania and Donald Trump casted their votes at the Mandel Recreation Center, in Palm Beach on Tuesday.",Newsweek,newsweek,Negative,Elections and Campaigns
Aila Slisco,Donald Trump Says Jill Stein May be One of His 'Favorite Politicians',"Trump praised the Green Party candidate during rally in Pittsburgh, Pennsylvania on the eve of Election Day.",Newsweek,newsweek,Negative,Elections and Campaigns
Kaitlin Lewis,"Donald Trump Still Paying Price for Jan. 6, Fox Analyst Says",Early exit polling shows that a large number of voters are worried about the state of democracy in the 2024 election.,Newsweek,newsweek,Positive,Elections and Campaigns
Jesus Mesa,Who Is Winning Election in Michigan? Donald Trump vs. Kamala Harris Updates,Harris and Trump are both hoping to secure Michigan's 15 electoral votes.,Newsweek,newsweek,Positive,Elections and Campaigns
Jesus Mesa,Donald Trump Pressured to Release Jeffrey Epstein Files After Election Win,"Several users on X brought Trump's campaign comments about having ""no problem"" releasing Epstein-related documents, one day after his victory.",Newsweek,newsweek,Neutral,Elections and Campaigns
Katherine Fung,Donald Trump to Address Supporters as Kamala Harris Calls It a Night,Harris will not address supporters as planned. Trump is preparing to take the stage in Palm Beach. Follow along.,Newsweek,newsweek,Neutral,
Jon Jackson,DOJ Brings Criminal Charges in Thwarted Iranian Plot to Kill Donald Trump,The Justice Department has brought charges related to a plot to kill the president-elect.,Newsweek,newsweek,Neutral,
https://www.facebook.com/jasonjameslemon/,Donald Trump Tells Putin Not to Escalate Ukraine War in Post-Election Call,"The president-elect made the call from his home in Mar-a-Lago, The Washington Post reported.",Newsweek,newsweek,Neutral,Elections and Campaigns
Monica Sager,Donald Trump Promises Payments to Victims of Crimes Committed by Migrants,Trump's new police would have some families seeing restitution for crimes committed by migrants.,Newsweek,newsweek,Positive,Immigration
Khaleda Rahman,How Bellwether County Stacks Up for Donald Trump and Kamala Harris,Pennsylvania's Erie County has voted with the winning presidential candidate for the last four elections.,Newsweek,newsweek,Positive,Elections and Campaigns
Joe Edwards,"Full List of Celebrities Endorsing Donald Trump: Kid Rock, Mel Gibson and More","Trump continues to amass endorsements from celebrities in Hollywood, sports, music, and beyond.",Newsweek,newsweek,Neutral,
Natalie Venegas,Kamala Harris and Donald Trump Court Native American Voters in Swing States,"A century after Native Americans were granted the right to vote, they have become increasingly recognized as a crucial voting demographic.",Newsweek,newsweek,Positive,"Elections and Campaigns, Legal Issues"
Aila Slisco,Donald Trump Says RFK Jr. Will 'Work On' Women's Health If Elected,RFK Jr. is not an expert in women's health but does have a long history of promoting anti-vaccine conspiracy theories.,Newsweek,newsweek,Negative,Public Health
Aila Slisco,Donald Trump Jr. Issues Warning to Male Voters: 'Not Great for Us',Women made up a clear majority of the around 62 million people who had cast ballots by Thursday night.,Newsweek,newsweek,Positive,Elections and Campaigns
Flynn Nicholls,Final Poll Flips to Donald Trump in Four-Point Swing From Kamala Harris,The election remains a coin-flip with only five days remaining.,Newsweek,newsweek,Neutral,Elections and Campaigns
Marie Boran,"What Donald Trump Losing Would Mean for Elon Musk, According to Grok","Elon Musk's AI chatbot, Grok, analyzed the potential impact of a Trump loss in the 2024 election on Musk's business interests, public image and more.",Newsweek,newsweek,Positive,Elections and Campaigns
,Donald Trump and Mark Robinson Are the Same. Both Are Wrong for North Carolina | Opinion,"But Trump and Robinson have something else in common: On November 5, it will be strong North Carolina women who decisively defeat them.",Newsweek,newsweek,Positive,
James Bickerton,Video of Donald Trump 'Struggling' to Enter Garbage Truck Goes Viral,"One social media user said the former president had ""deteriorated so much that he now moves like a drunk.""",Newsweek,newsweek,Negative,Social Media and Influence
Khaleda Rahman,Is Donald Trump Pushing Puerto Rico Towards Statehood? Islanders to Vote,Puerto Ricans will cast ballots in a nonbinding referendum on statehood in November.,Newsweek,newsweek,Neutral,Elections and Campaigns
Flynn Nicholls,Who Will Win the Election? Kamala Harris vs Donald Trump Polls Five Days Out,The Republican and Democratic candidates are still essentially tied as race enters its final few days.,Newsweek,newsweek,Negative,Elections and Campaigns
James Bickerton,Donald Trump Threatens To 'Knock the Hell out of People' Over Faulty Mic,"""I'm seething, I'm working my ass off with this stupid mic,"" Trump said after experiencing difficulties with a microphone during his Milwaukee rally.",Newsweek,newsweek,Negative,
Noah Camras,Patrick Mahomes' Mom Endorses Donald Trump for President at Chiefs MNF Game,Patrick Mahomes' mom wore a Make America Great Again hat on Monday night at the Kansas City Chiefs vs. Tampa Bay Buccaneers game.,Newsweek,newsweek,Positive,
Matthew Impelli,Donald Trump Says Voice 'Barely' Holding Up During Final Day of Campaign,"Trump's final campaign day has a schedule of appearances in North Carolina, followed by events in Reading and Pittsburgh, Pennsylvania. His day will conclude with a late-night rally in Grand Rapids, Michigan.",Newsweek,newsweek,Positive,Elections and Campaigns
Suzanne Blake,What Will Happen to Tesla and Space X Stock if Donald Trump Loses?,CEO Elon Musk has endorsed former President Donald Trump and made a significant effort to get the Republican front-runner elected.,Newsweek,newsweek,Positive,
Dan Gooding,"Who Is Winning the Election in Arizona? Donald Trump, Kamala Harris Updates",The swing state's 11 Electoral College votes could help determine who becomes the next president.,Newsweek,newsweek,Neutral,Elections and Campaigns
Dan Gooding,Who Is Winning Election in Nevada? Donald Trump vs. Kamala Harris Updates,The battleground state will give one candidate six Electoral College votes.,Newsweek,newsweek,Neutral,Elections and Campaigns
Dan Gooding,"Harris Supporters Leave Watch Party Early, Donald Trump Leads Swing States",Harris canceled her appearance in the early hours of Wednesday as chances of victory looked less likely.,Newsweek,newsweek,Negative,
Anna Skinner,Will Wisconsin's Election Day Rain Hurt Kamala Harris or Donald Trump?,"Forecasts anticipate rain across much of Wisconsin on Tuesday, which could influence how many people venture to the polls.",Newsweek,newsweek,Positive,Elections and Campaigns
Flynn Nicholls,Donald Trump Ahead in Just One Swing State: Final NYT-Siena Poll,"Harris is leading in Nevada, North Carolina, Wisconsin, and Georgia.",Newsweek,newsweek,Neutral,
Brendan Cole,"How Donald Trump Winning Would Impact China, Russia, Iran and North Korea",The GOP contender could lead a shift in Washington's foreign policy if he were to beat Kamala Harris on November 5.,Newsweek,newsweek,Negative,Politics and Governance
Mandy Taheri,"Who Is Winning the Election in Georgia? Donald Trump, Kamala Harris Updates",Donald Trump and Kamala Harris are fighting for 16 Electoral College votes that Georgia has.,Newsweek,newsweek,Neutral,Elections and Campaigns
Carlo Versano,How Donald Trump Pulled Off the Greatest Comeback in Political History,"The Trump era resumes, after a four-year intermission. Here's how he reclaimed the White House.",Newsweek,newsweek,Neutral,
Noah Camras,LeBron James Reacts to Donald Trump Beating Kamala Harris in 2024 Presidential Election,"LeBron James, who endorsed Kamala Harris, reacted Wednesday morning to Donald Trump winning the 2024 presidential election.",Newsweek,newsweek,Positive,Elections and Campaigns
Aila Slisco,Putin Ally Orban Says He and Donald Trump Have 'Big Plans',"Trump has praised Orbán for being ""a great man"" who is disliked by some because he is ""too strong.""",Newsweek,newsweek,Positive,
Jordan King,Donald Trump Met With Multiple Empty Seats During Final Georgia Rally,Trump spoke in the crucial swing state of Georgia on Sunday for the final time before the election.,Newsweek,newsweek,Neutral,Elections and Campaigns
Jasmine Laws,More Believe Kamala Harris Will Win Election Than Donald Trump: Poll,"In a similar poll in March, before President Joe Biden withdrew from 2024 election cycle, more Americans believed Trump would win over Biden.",Newsweek,newsweek,Positive,Elections and Campaigns
Noah Camras,49ers' Nick Bosa Breaks Silence on Donald Trump Support After Beating Kamala Harris in 2024 Election,San Francisco 49ers superstar defender Nick Bosa finally opened up on his support for Donald Trump after he won the 2024 election.,Newsweek,newsweek,Neutral,Elections and Campaigns
Alex Gonzalez,Why Jeff Bezos Is Being Called Out Over His Bold Message to Donald Trump,Bezos has strong words for Donald Trump on his election win — just days after the Amazon founder canned the Washington Post's planned Kamala Harris endorsement.,Newsweek,newsweek,Positive,Elections and Campaigns
Sean O'Driscoll,Supreme Court Will 'Slap Down' Donald Trump Hush Money Case—Attorney,The president-elect is due to be sentenced in his Stormy Daniels case on November 26.,Newsweek,newsweek,Negative,Legal Issues
James Bickerton,Iranian Plot To Kill Donald Trump Like 'International Spy Thriller': Attorney,"The scheme was allegedly orchestrated by Iran's Revolutionary Guard, according to the Department of Justice.",Newsweek,newsweek,Negative,
Brendan Cole,Donald Trump Rules Out Sending US Troops to Ukraine Buffer Zone: Reports,The president-elect has vowed to end the war within a day after he takes office as speculation grows over how he would do this.,Newsweek,newsweek,Neutral,
Carlo Versano,Donald Trump Won. But the Biggest Loser Was the Mainstream Media.,A broken business model exacerbated by a collapse in influence has the Fourth Estate entering another Trump term in deep trouble.,Newsweek,newsweek,Negative,
Sonam Sheth,Donald Trump Can't Trust Mike Pompeo For Cabinet Position: Roger Stone,Roger Stone warned Trump not to give Mike Pompeo a Cabinet position in his second administration.,Newsweek,newsweek,Neutral,
Natalie Venegas,Bernie Sanders Explains What Donald Trump Did That Worked With Voters,"After Donald Trump won the presidential election, Senator Bernie Sanders explained on Sunday what Trump did that worked with voters.",Newsweek,newsweek,Neutral,Elections and Campaigns
Peter Aitken,"Kamala Harris May Flip State Donald Trump Won Twice, New Poll Suggests",A new poll from the Des Moines Register found a surprising reversal of fortunes for Donald Trump in a state he handily won twice.,Newsweek,newsweek,Positive,
Marie Boran,"What a Second Donald Trump Term Would Look Like, According to ChatGPT, Grok","Newsweek asked generative AI chatbots ChatGPT and Grok to predict what a second Trump presidency would look like for domestic policy, the economy and more.",Newsweek,newsweek,Positive,"Politics and Governance, Economic Policies"
Ewan Palmer,How Donald Trump and Kamala Harris Polls Look One Week Before Election,The Republican and Democratic candidates are still essentially tied as race enters its final few days.,Newsweek,newsweek,Negative,Elections and Campaigns
Adeola Adeosun,Puerto Rico's Archbishop Asks Donald Trump to Apologize Amid Rally Backlash,The Archbishop of San Juan de Puerto Rico called on former President Trump to apologize for controversial remarks made by comedian Tony Hinchcliffe.,Newsweek,newsweek,Positive,
Martha McHardy,"Kamala Harris Close Behind Donald Trump in Kansas, Shock Poll Suggests","While the poll is likely to be an outlier, it could also suggest that Trump's Republican base in the state is narrowing.",Newsweek,newsweek,Negative,
Billal Rahman,"Dog Predicts 2024 Presidential Election, Sniffs Out Donald Trump as Winner","With days to go until the election, Newsweek can exclusively reveal the K-9's prediction for the 2024 presidential election.",Newsweek,newsweek,Neutral,Elections and Campaigns
David Faris,"Donald Trump Feasts on a Banquet of Loathing, Jealousy and Retribution | Opinion","Over the past few weeks, Trump and his allies have spent hundreds of millions of dollars airing a series of vile attack ads against trans Americans, a vulnerable gender minority.",Newsweek,newsweek,Negative,
Martha McHardy,Donald Trump Suffers Triple Polling Blow in Battleground States He Must Win,"Harris is leading Trump in the Blue Wall states of Michigan, Wisconsin and Pennsylvania, according to new polling.",Newsweek,newsweek,Positive,
Peter Aitken,Kamala Harris 'SNL' Sketch Prompts Fresh Accusation of Copying Donald Trump,Social media users criticized the comedy sketch show and Harris for copying Trump's 2015 skit he did with Jimmy Fallon.,Newsweek,newsweek,Positive,Social Media and Influence
Mandy Taheri,Donald Trump May Achieve Something That Hasn't Happened for 132 Years,Trump could possibly follow in former President Grover Cleveland's footsteps.,Newsweek,newsweek,Neutral,
Alia Shoaib,Donald Trump Responds to Puerto Rico Remarks at New York Rally,Donald Trump responded to the remarks by comedian Tony Hinchcliffe.,Newsweek,newsweek,Neutral,
,"Donald Trump, Inheritor of the Left and the American Jewish Legacy | Opinion","The Left didn't just abandon us—it abandoned labor. That's who we should go back to standing with, just as America's working class has stood by us.",Newsweek,newsweek,Neutral,
Jason Fields,Donald Trump Is a Clear and Present Danger to American Jews | Opinion,I feel I can say with some limited authority that I don't fear another Holocaust of the Jews under a returned President Donald Trump.,Newsweek,newsweek,Negative,
Dan Gooding,"Donald Trump Could Break 36-Year Record in Florida, Final Poll Shows",The Republican saw his lead over Vice President Kamala Harris jump from September's Florida Atlantic University survey.,Newsweek,newsweek,Neutral,
Hugh Cameron,Jeff Bezos Trying To 'Curry Favor' With Donald Trump: Megyn Kelly,"Jeff Bezos expects Donald Trump to defeat Kamala Harris and is hedging his bets ahead of the election, according to the former Fox host.",Newsweek,newsweek,Neutral,Elections and Campaigns
,Donald Trump Would Not Be the Peacemaker He Claims to Be | Opinion,Trump is unlikely to hire people with the integrity and stature of Mattis and Esper given his stated desire to surround himself with senior Pentagon officials who enable rather than constrain his worst impulses.,Newsweek,newsweek,Negative,
Mandy Taheri,"Kamala Harris, Donald Trump Need These Swing States to Win the Election","Seven key battleground states hold 93 Electoral College votes, with Pennsylvania as the most coveted and largest swing state.",Newsweek,newsweek,Positive,Elections and Campaigns
Jesus Mesa,Donald Trump Interrupts Rally to Call Out Person in the Crowd,"Trump paused his speech to acknowledge a longtime supporter, gesturing to a man and two women nearby.",Newsweek,newsweek,Neutral,
Andrew Stanton,Donald Trump in Victory Speech Says Win Ushers in New 'Golden Age' for US,"Trump, who has won three battlegrounds, embraced a celebratory tone while addressing supporters early Wednesday morning.",Newsweek,newsweek,Positive,
Anna Skinner,Will Pennsylvania's Election Day Rain Hurt Kamala Harris or Donald Trump?,"Northwestern Pennsylvania could see rain on Tuesday, which may deter some voters from venturing to the polls.",Newsweek,newsweek,Neutral,Elections and Campaigns
Jasmine Laws,Donald Trump Brags of 'Very Fertile Brain' While Defending Rambling Speeches,The former president's public addresses and answers to questions have been described as becoming more disjointed and unfocused in recent months.,Newsweek,newsweek,Positive,
Natalie Venegas,Donald Trump Campaign Bashes Polling as Numbers Against Them in Final Days,"Trump's campaign released a memo Sunday criticizing two polls, stating that the data is being used to ""diminish voter enthusiasm.""",Newsweek,newsweek,Neutral,Elections and Campaigns
Giulia Carbonaro,Donald Trump Faces Hundreds Of Empty Seats In Final Pennsylvania Rally,"Despite his claims to the contrary, Trump has gathered smaller crowds during his final rallies in North Carolina and Pennsylvania days before Election Day.",Newsweek,newsweek,Neutral,Elections and Campaigns
Jordan King,"Donald Trump Supporters Leave His Final Rally Early, Video Seems to Show",The size of the crowd and how long people stay at campaign rallies has become a major topic of debate during this election.,Newsweek,newsweek,Positive,Elections and Campaigns
Jason Fields,A Journalist's Apology—Only to Be Read if Donald Trump Wins the Presidency | Opinion,"I'm here this morning to declare my undying love, support, and loyalty to former (and possibly future) President Donald Trump.",Newsweek,newsweek,Positive,
Joe Edwards,"If Donald Trump Loses, Most Americans Believe He Won't Concede: Poll","More than two thirds of Americans expect the Republican to claim victory, whatever the outcome.",Newsweek,newsweek,Positive,
Jesus Mesa,"Who Is Winning the Wisconsin Election? Donald Trump, Kamala Harris Updates",Both Harris and Trump are looking to win Wisconsin's 10 electoral votes.,Newsweek,newsweek,Positive,Elections and Campaigns
Mandy Taheri,Mary Trump Makes Dark Prediction About Donald Trump's Win: 'Much Worse',"Mary Trump says her uncle's presidential victory is ""much worse than 2016.""",Newsweek,newsweek,Negative,
Dan Gooding,Donald Trump Under Pressure from Catholic Church on Mass Deportation Plan,Other Christian leaders are calling for mixed-status families to be protected ahead of the Republican's inauguration.,Newsweek,newsweek,Negative,
Flynn Nicholls,Judge Merchan Has One Option That Could Hurt Donald Trump: Attorney,The President-elect is due to be sentenced in New York later this month.,Newsweek,newsweek,Positive,
Dan Gooding,Donald Trump Won More Black Voters Than Any Republican in 48 Years—Analyst,The president-elect saw a rise in support among various demographics across the United States.,Newsweek,newsweek,Neutral,Elections and Campaigns
Maya Mehrara,What Is 4B? South Korean Protest Movement Hits US After Donald Trump Win,A feminist protest movement that advocates refraining from dating men or having sex with them is gaining support after Trump's re-election as president.,Newsweek,newsweek,Neutral,Elections and Campaigns
Khaleda Rahman,White Women Under Attack For Voting For Donald Trump: 'Weak Sisters',"A majority of white women backed Trump over Vice President Kamala Harris in this year's election, exit polling shows.",Newsweek,newsweek,Neutral,Elections and Campaigns
Marni Rose McFall,Why Has Vanity Fair's Donald Trump Cover Caused So Much Controversy?,"Following Trump's second electoral victory, Vanity Fair published a cover that has sparked a backlash among his supporters.",Newsweek,newsweek,Positive,
,How Much Influence Will Benjamin Netanyahu Have Over Donald Trump? | Opinion,"In May 2018, President Donald Trump famously pulled out of the Iran nuclear deal. It was the undoing of his predecessor, President Barack Obama's, signature foreign policy achievement.",Newsweek,newsweek,Positive,Politics and Governance
Ewan Palmer,Donald Trump Jokes About Elon Musk: 'I Can't Get Him Out of Here',The SpaceX CEO is said to have been a near-constant presence at Trump's Mar-a-Lago home since Election Day.,Newsweek,newsweek,Neutral,Elections and Campaigns
https://www.facebook.com/realjoshhammer,Donald Trump Is Set to Make MAGA America's Defining Political Movement | Opinion,Call it the common-sense coalition.,Newsweek,newsweek,Neutral,
Kaitlin Lewis,Donald Trump Picks Doug Burgum to Lead Department of the Interior,"The president-elect said during an event Thursday night that he plans to make a ""formal"" announcement on Friday.",Newsweek,newsweek,Neutral,
Katherine Fung,Can Donald Trump Be Tried Again if Juan Merchan Tosses His Case?,Judge Juan Merchan is weighing whether or not to dismiss Trump's conviction. Could prosecutors try him again in four years?,Newsweek,newsweek,Neutral,
Brendan Cole,Donald Trump Appears To Break Protocol With Alleged Putin Phone Call,The Kremlin has denied that the president-elect spoke to the Russian leader over the phone.,Newsweek,newsweek,Neutral,
Sonam Sheth,Donald Trump Taps His Personal Defense Lawyers for Top DOJ Roles,"President-elect Donald Trump selected two of his lawyers, Todd Blanche and Emil Bove, for powerful jobs at the DOJ.",Newsweek,newsweek,Positive,Legal Issues
Alena Botros,Mark Cuban admits defeat to Donald Trump and Elon Musk,"Cuban congratulated Donald Trump and Elon Musk, but the race hasn’t even been called.",Fortune,fortune,Neutral,
"Zeke Miller, Michelle L. Price, Will Weissert, Jill Colvin, The Associated Press",Donald Trump elected U.S. president with a win in Wisconsin,"With a win in Wisconsin, Donald Trump cleared the 270 electoral votes needed to clinch the presidency.",Fortune,fortune,Positive,Elections and Campaigns
"Jonathan J. Cooper, The Associated Press","Donald Trump would push to remove cavity-fighting fluoride from drinking water, RFK Jr. says",The addition of low levels of fluoride to drinking water has long been considered one of the greatest public health achievements of the last century.,Fortune,fortune,Positive,Public Health
Prarthana Prakash,Donald Trump threatens to make trade more expensive for ‘all the nice European little countries’,"""They don't take our cars. They don't take our farm products,"" Trump said, referring to Europe and warning that the region will ""pay a big price.""",Fortune,fortune,Neutral,Economic Policies
Marco Quiroz-Gutierrez,Billionaire Ken Griffin says ‘the expectation today is that Donald Trump will win the White House’,Trump and Vice President Kamala Harris are in a dead heat with one week until Election Day.,Fortune,fortune,Negative,Elections and Campaigns
"Chris Megerian, The Associated Press",Kamala Harris has conceded the election to Donald Trump in a private phone call,"The aide, who declined to be identified discussing a private conversation, said Harris talked about the need for a peaceful transfer of power.",Fortune,fortune,Positive,Elections and Campaigns
Sydney Lake,Elon Musk says his ‘cavalry has arrived’ to elect Donald Trump president—his ‘cavalry’ being men,Tesla CEO claims men are voting in record numbers in the 2024 presidential election.,Fortune,fortune,Neutral,Elections and Campaigns
Amanda Gerut,District Attorney denies ‘wild allegation’ after Donald Trump claims ‘massive CHEATING’ in a key swing state,"Just before 5 p.m. ET on Election Day, the Republican nominee said law enforcement was “coming.”",Fortune,fortune,Neutral,"Elections and Campaigns, Legal Issues"
"Brooke Seipel, Amanda Gerut",Kamala Harris officially concedes to Donald Trump: ‘Please know it’s going to be OK’,Harris says she spoke with Trump and congratulated him on his election win.,Fortune,fortune,Positive,Elections and Campaigns
Marco Quiroz-Gutierrez,Nelson Peltz Says he connected Elon Musk with Donald Trump — ‘I was a matchmaker’,Trump has joked that Musk won’t leave.,Fortune,fortune,Neutral,
David Meyer,Donald Trump goes from being TikTok’s worst enemy to its biggest hope,The president-elect is expected to ensure that TikTok can continue operating in the U.S. despite a law requiring its China-based owner sell or shutter the service.,Fortune,fortune,Negative,Legal Issues
Jane Thier,"Donald Trump will make a $400,000 salary as president. His shares in Trump Media could keep him rich to the tune of $8 billion",Experts see the president-elect’s wealth growing by the day.,Fortune,fortune,Neutral,
"Ryan Hogg, AFP",Vladimir Putin has no plans to congratulate Donald Trump as Europe’s leaders flock to praise White House victory,"Donald Trump has snatched a second term in the Oval Office, causing worry in Europe.",Fortune,fortune,Neutral,
Alena Botros,"Billionaire Mark Cuban says strong, intelligent women intimidate Donald Trump and he doesn’t like to be challenged by them","After claiming that you’ll never see Trump around strong and intelligent women and that they intimidate him, Cuban clarified his comments—and Trump pushed back.",Fortune,fortune,Positive,
Prarthana Prakash,"Europe could be a casualty as Donald Trump secures U.S. election victory, promising a new American ‘golden age’",Donald Trump just clinched victory as U.S. president for a second time—that's going to give Europe a lot to think about.,Fortune,fortune,Neutral,Elections and Campaigns
Brit Morse,CEOs including Satya Nadella and Sam Altman are lining up to congratulate Donald Trump on his election victory,CEOs and business leaders took to social media to congratulate President-elect Donald Trump on his second White House victory.,Fortune,fortune,Positive,"Elections and Campaigns, Social Media and Influence"
Marco Quiroz-Gutierrez,Donald Trump thinks he should be able to influence Fed rates—here’s what history and the law say,"“It could be used to boost up the legacy of one president, only to destroy the economy in the future,” said Jamie Cox, managing partner at Harris Financial Group.",Fortune,fortune,Negative,"Legal Issues, Economic Policies"
Christiaan Hetzner,Donald Trump urged not to pull U.S. out of Paris climate agreement—by the CEO of oil giant Exxon Mobil,A reversal of Biden's decision four years ago to return to the landmark U.N. climate agreement would create a harmful yo-yo effect for businesses that plan investments over the long term.,Fortune,fortune,Negative,
Lila MacLellan,"Donald Trump reveals the leadership qualities we actually value—whether we want to admit it or not, says a top professor","The chief executives who get rewarded, and the politicians who get elected, are narcissistic, boastful, and overly confident, argues Jeffrey Pfeffer.",Fortune,fortune,Positive,
"Eric Tucker, Larry Neumeister, The Associated Press",Donald Trump assassination plot foiled by FBI in days leading up to election—prominent Iranian American journalist linked to murder-for-hire scheme,"Two other men who the authorities say were recruited to participate in other assassinations, including a prominent Iranian American journalist, were also arrested Friday.",Fortune,fortune,Positive,Elections and Campaigns
The Associated Press,Russian President Vladimir Putin congratulates Donald Trump on his election victory,Russian President Vladimir Putin congratulates Donald Trump on his election victory,ABC News,abc-news,Neutral,Elections and Campaigns
knotopoulos@businessinsider.com (Katie Notopoulos),Mark Zuckerberg played it safe with Donald Trump this election. That strategy worked.,Meta's CEO stayed out of the election this time around after facing lots of controversy in the past. That strategy looks to have paid off.,Business Insider,business-insider,Negative,Elections and Campaigns
esnodgrass@businessinsider.com (Erin Snodgrass),"Donald Trump says Elon Musk will help run the Department of Government Efficiency, or DOGE","Elon Musk and Vivek Ramaswamy will lead the Department of Government Efficiency, also known as DOGE, under Donald Trump's administration, Trump said.",Business Insider,business-insider,Neutral,Politics and Governance
